"id","scientificName","sourceName","fos","ter","aqu","arb","diet_leaves","diet_flowers","diet_seed","diet_fruit","diet_inv","diet_vert","diurnal","nocturnal","crepuscular","wet_warm","wet_cold","dry_warm","dry_cold","bodymass_value","age_at_maturity_min_y","age_at_maturity_max_y","body_size_mm","size_at_maturity_min_mm","size_at_maturity_max_mm","longevity_max_y","litter_size_min_n","litter_size_max_n","reproductive_output_y","offspring_size_min_mm","offspring_size_max_mm","dir","lar","viv"
"ITIS:207324","Allophryne ruthveni","Allophryne ruthveni",NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,31,NA,NA,31,NA,NA,NA,300,300,1,NA,NA,0,1,0
"ITIS:662323","Alytes cisternasii","Alytes cisternasii",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,6.1,2,2,50,27,36,6,60,180,4,2.6,3.5,0,1,0
"ITIS:662324","Alytes dickhilleni","Alytes dickhilleni",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,55,NA,NA,NA,40,40,1,NA,NA,0,1,0
"ITIS:662325","Alytes maurus","Alytes maurus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,1,0
"ITIS:662326","Alytes muletensis","Alytes muletensis",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,2.31,3,3,40,NA,NA,NA,7,20,1,5.4,7,0,1,0
"ITIS:662327","Alytes obstetricans","Alytes obstetricans",1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,13.4,2,3,55,35,40.5,7,53,171,4,2.6,5,0,1,0
"ITIS:662328","Discoglossus galganoi","Discoglossus galganoi",1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,NA,21.8,3,5,80,NA,NA,9,300,1500,6,1.5,2,0,1,0
"ITIS:662329","Discoglossus jeanneae","Discoglossus jeanneae",1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,1500,1500,1,NA,NA,0,1,0
"ITIS:773324","Discoglossus montalentii","Discoglossus montalentii",1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,1000,1000,1,1.5,1.5,0,1,0
"ITIS:1103746","Latonia nigriventer","Discoglossus nigriventer",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:662330","Discoglossus pictus","Discoglossus pictus",1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,22.05,4,4,80,NA,NA,NA,20,1500,1,1,1.5,0,1,0
"ITIS:662331","Discoglossus sardus","Discoglossus sardus",1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,3,3,70,NA,NA,NA,1000,1000,1,1,1.5,0,1,0
"ITIS:773325","Discoglossus scovazzi","Discoglossus scovazzi",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,70,NA,NA,NA,1000,1000,1,NA,NA,0,1,0
"ITIS:773326","Prostherapis dunni","Prostherapis dunni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773327","Allobates alessandroi","Allobates alessandroi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1103682","Allobates algorei","Allobates algorei",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773328","Allobates bromelicola","Allobates bromelicola",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773329","Allobates brunneus","Allobates brunneus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,17,17,1,NA,NA,0,1,0
"ITIS:773330","Allobates caeruleodactylus","Allobates caeruleodactylus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,16.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773331","Allobates caribe","Allobates caribe",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773332","Allobates cepedai","Allobates cepedai",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773333","Allobates chalcopis","Allobates chalcopis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773334","Allobates conspicuus","Allobates conspicuus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773336","Allobates crombiei","Allobates crombiei",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:662097","Allobates femoralis","Allobates femoralis",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,4.1,0.8,0.8,36,NA,NA,6,8,48,12,1.5,2.1,0,1,0
"ITIS:773337","Allobates fratisenescus","Allobates fratisenescus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773338","Allobates fuscellus","Allobates fuscellus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773339","Allobates gasconi","Allobates gasconi",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773340","Allobates goianus","Allobates goianus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773341","Allobates granti","Allobates granti",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,4,NA,NA,0,1,0
"ITIS:1103703","Allobates hodli","Allobates hodli",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773342","Allobates humilis","Allobates humilis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773343","Allobates insperatus","Allobates insperatus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2,NA,NA,0,1,0
"ITIS:773344","Allobates juanii","Allobates juanii",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773345","Allobates kingsburyi","Allobates kingsburyi",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,24,10,NA,NA,0,1,0
"ITIS:773346","Allobates mandelorum","Allobates mandelorum",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773347","Allobates marchesianus","Allobates marchesianus",NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,13,27,1,1.5,2,0,1,0
"ITIS:773348","Allobates masniger","Allobates masniger",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773349","Allobates mcdiarmidi","Allobates mcdiarmidi",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773350","Allobates melanolaemus","Allobates melanolaemus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773351","Allobates myersi","Allobates myersi",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773352","Allobates nidicola","Allobates nidicola",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,21.4,NA,NA,NA,2,6,NA,2.4,2.4,1,0,0
"ITIS:773353","Allobates niputidea","Allobates niputidea",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773354","Allobates olfersioides","Allobates olfersioides",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,11,11,3,1.5,1.5,0,1,0
"ITIS:773355","Allobates ornatus","Allobates ornatus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1103781","Allobates paleovarzensis","Allobates paleovarzensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,9,47,NA,NA,NA,NA,NA,NA
"ITIS:773356","Allobates picachos","Allobates picachos",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773357","Allobates pittieri","Allobates pittieri",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773358","Allobates ranoides","Allobates ranoides",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1102643","Anomaloglossus rufulus","Allobates rufulus",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773360","Allobates sanmartini","Allobates sanmartini",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773362","Allobates subfolionidificans","Allobates subfolionidificans",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,18.7,NA,NA,NA,8,10,3,NA,NA,0,1,0
"ITIS:773364","Allobates talamancae","Allobates talamancae",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,1,25,NA,NA,NA,18,50,1,NA,NA,0,1,0
"ITIS:773365","Allobates trilineatus","Allobates trilineatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.54,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773366","Allobates undulatus","Allobates undulatus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773367","Allobates vanzolinius","Allobates vanzolinius",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773368","Allobates wayuu","Allobates wayuu",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,19.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:662098","Allobates zaparo","Allobates zaparo",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.8,1,31,NA,NA,NA,26,66,3,NA,NA,0,1,0
"ITIS:1102631","Ectopoglossus atopoglossus","Anomaloglossus atopoglossus",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773370","Anomaloglossus ayarzaguenai","Anomaloglossus ayarzaguenai",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773371","Anomaloglossus baeobatrachus","Anomaloglossus baeobatrachus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773372","Anomaloglossus beebei","Anomaloglossus beebei",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,18.7,8.8,10.1,5,1,7,3,0.9,2.1,0,1,0
"ITIS:773373","Anomaloglossus breweri","Anomaloglossus breweri",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1102729","Ectopoglossus confusus","Anomaloglossus confusus",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773374","Anomaloglossus degranvillei","Anomaloglossus degranvillei",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773375","Anomaloglossus guanayensis","Anomaloglossus guanayensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773376","Anomaloglossus kaiei","Anomaloglossus kaiei",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,19.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1102637","Ectopoglossus lacrimosus","Anomaloglossus lacrimosus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1102632","Anomaloglossus megacephalus","Anomaloglossus megacephalus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773378","Anomaloglossus moffetti","Anomaloglossus moffetti",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773379","Anomaloglossus murisipanensis","Anomaloglossus murisipanensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773380","Anomaloglossus parimae","Anomaloglossus parimae",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773381","Anomaloglossus parkerae","Anomaloglossus parkerae",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773382","Anomaloglossus praderioi","Anomaloglossus praderioi",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773383","Anomaloglossus roraima","Anomaloglossus roraima",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773384","Anomaloglossus shrevei","Anomaloglossus shrevei",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773385","Anomaloglossus stepheni","Anomaloglossus stepheni",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,18.24,NA,NA,NA,4,6,1,NA,NA,0,1,0
"ITIS:773386","Anomaloglossus tamacuarensis","Anomaloglossus tamacuarensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773387","Anomaloglossus tepuyensis","Anomaloglossus tepuyensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773388","Anomaloglossus triunfo","Anomaloglossus triunfo",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1102611","Anomaloglossus verbeeksnyderorum","Anomaloglossus verbeeksnyderorum",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0.3,0.5,22.3,NA,NA,5,3,7,1,NA,NA,NA,NA,NA
"ITIS:773389","Anomaloglossus wothuja","Anomaloglossus wothuja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773390","Rheobates palmatus","Rheobates palmatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.4,39,NA,NA,NA,3,44,6,2.4,3.6,0,1,0
"ITIS:773391","Rheobates pseudopalmatus","Rheobates pseudopalmatus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773392","Aromobates alboguttatus","Aromobates alboguttatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773393","Aromobates capurinensis","Aromobates capurinensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773394","Aromobates duranti","Aromobates duranti",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773395","Aromobates haydeeae","Aromobates haydeeae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773396","Aromobates leopardalis","Aromobates leopardalis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773397","Aromobates mayorgai","Aromobates mayorgai",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773398","Aromobates meridensis","Aromobates meridensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773399","Aromobates molinarii","Aromobates molinarii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:662099","Aromobates nocturnus","Aromobates nocturnus",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773400","Aromobates orostoma","Aromobates orostoma",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773401","Aromobates saltuensis","Aromobates saltuensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773402","Aromobates serranus","Aromobates serranus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:662299","Mannophryne caquetio","Mannophryne caquetio",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:662300","Mannophryne collaris","Mannophryne collaris",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,27,NA,NA,NA,9,19,1,NA,NA,0,1,0
"ITIS:662301","Mannophryne cordilleriana","Mannophryne cordilleriana",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:662302","Mannophryne herminae","Mannophryne herminae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:662303","Mannophryne lamarcai","Mannophryne lamarcai",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,10,10,1,1.8,2.2,0,1,0
"ITIS:662304","Mannophryne larandina","Mannophryne larandina",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:773403","Mannophryne leonardoi","Mannophryne leonardoi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:662305","Mannophryne neblina","Mannophryne neblina",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:662306","Mannophryne oblitterata","Mannophryne oblitterata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,35,34,34,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:550279","Mannophryne olmonae","Mannophryne olmonae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,28,NA,NA,12,NA,NA,NA,12,12,1,NA,NA,0,1,0
"ITIS:1102850","Mannophryne orellana","Mannophryne orellana",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662307","Mannophryne riveroi","Mannophryne riveroi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1102863","Mannophryne speeri","Mannophryne speeri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662308","Mannophryne trinitatis","Mannophryne trinitatis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,29,NA,NA,NA,10,11,1,NA,NA,0,1,0
"ITIS:773404","Mannophryne trujillensis","Mannophryne trujillensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1102859","Mannophryne urticans","Mannophryne urticans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773405","Mannophryne venezuelensis","Mannophryne venezuelensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
