"id","sourceName","scientificName","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto","diet_5cat","forstrat_watbelowsurf","forstrat_wataroundsurf","forstrat_ground","forstrat_understory","forstrat_midhigh","forstrat_canopy","forstrat_aerial","pelagicspecialist","nocturnal","bodymass_value"
"ITIS:174375","Struthio camelus","Struthio camelus",10,0,0,0,10,0,0,0,30,50,"PlantSeed",0,0,100,0,0,0,0,0,0,111000
"ITIS:174379","Rhea americana","Rhea americana",20,10,10,0,0,0,20,0,20,20,"Omnivore",0,0,100,0,0,0,0,0,0,23000
"ITIS:553787","Rhea pennata","Rhea pennata",20,0,0,0,10,0,0,0,30,40,"PlantSeed",0,0,100,0,0,0,0,0,0,23900
"ITIS:553788","Casuarius casuarius","Casuarius casuarius",10,0,0,0,10,0,80,0,0,0,"FruiNect",0,0,80,20,0,0,0,0,0,44000
"ITIS:174388","Casuarius bennetti","Casuarius bennetti",10,0,0,0,10,0,80,0,0,0,"FruiNect",0,0,80,20,0,0,0,0,0,34999.99
"ITIS:174390","Casuarius unappendiculatus","Casuarius unappendiculatus",20,0,0,0,10,0,60,0,0,10,"FruiNect",0,0,80,20,0,0,0,0,0,46073.85
"ITIS:174385","Dromaius novaehollandiae","Dromaius novaehollandiae",20,0,0,0,0,0,30,0,30,20,"Omnivore",0,0,20,80,0,0,0,0,0,34093.25
"ITIS:174394","Apteryx australis","Apteryx australis",80,0,0,0,0,0,10,0,0,10,"Invertebrate",0,0,100,0,0,0,0,0,1,2320.51
"ITIS:553789","Apteryx owenii","Apteryx owenii",80,0,0,0,0,0,10,0,0,10,"Invertebrate",0,0,80,20,0,0,0,0,1,1238.29
"ITIS:553790","Apteryx haastii","Apteryx haastii",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,80,20,0,0,0,0,1,2022.68
"ITIS:174404","Tinamus tao","Tinamus tao",10,0,0,0,0,0,40,0,30,20,"Omnivore",0,0,100,0,0,0,0,0,0,1600.1
"ITIS:174403","Tinamus solitarius","Tinamus solitarius",20,0,0,0,0,0,40,0,20,20,"Omnivore",0,0,100,0,0,0,0,0,0,1386.41
"ITIS:174402","Tinamus osgoodi","Tinamus osgoodi",0,0,0,0,0,0,50,0,40,10,"Omnivore",0,0,100,0,0,0,0,0,0,1285
"ITIS:174401","Tinamus major","Tinamus major",20,0,10,0,0,0,40,0,30,0,"Omnivore",0,0,100,0,0,0,0,0,0,1026.21
"ITIS:174400","Tinamus guttatus","Tinamus guttatus",20,0,0,0,20,0,60,0,0,0,"FruiNect",0,0,100,0,0,0,0,0,0,686.18
"ITIS:553791","Nothocercus bonapartei","Nothocercus bonapartei",30,0,0,0,20,0,50,0,0,0,"Omnivore",0,0,100,0,0,0,0,0,0,763
"ITIS:553792","Nothocercus julius","Nothocercus julius",30,0,0,0,20,0,30,0,20,0,"Omnivore",0,0,100,0,0,0,0,0,0,674.5
"ITIS:553793","Nothocercus nigrocapillus","Nothocercus nigrocapillus",0,0,0,0,0,0,0,0,100,0,"PlantSeed",0,0,100,0,0,0,0,0,0,586
"ITIS:553794","Crypturellus berlepschi","Crypturellus berlepschi",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,516.83
"ITIS:174411","Crypturellus cinereus","Crypturellus cinereus",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,100,0,0,0,0,0,0,506.63
"ITIS:174420","Crypturellus soui","Crypturellus soui",20,0,0,0,0,0,40,0,20,20,"Omnivore",0,0,100,0,0,0,0,0,0,216.16
"ITIS:174418","Crypturellus ptaritepui","Crypturellus ptaritepui",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,411.51
"ITIS:174416","Crypturellus obsoletus","Crypturellus obsoletus",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,0,443.4
"ITIS:174412","Crypturellus cinnamomeus","Crypturellus cinnamomeus",30,0,10,0,0,0,30,0,30,0,"Omnivore",0,0,100,0,0,0,0,0,0,422
"ITIS:174424","Crypturellus undulatus","Crypturellus undulatus",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,100,0,0,0,0,0,0,564.42
"ITIS:174423","Crypturellus transfasciatus","Crypturellus transfasciatus",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,283
"ITIS:174421","Crypturellus strigulosus","Crypturellus strigulosus",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,430.58
"ITIS:174408","Crypturellus boucardi","Crypturellus boucardi",20,0,0,0,0,0,40,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,0,435.62
"ITIS:174414","Crypturellus kerriae","Crypturellus kerriae",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,411.51
"ITIS:553795","Crypturellus erythropus","Crypturellus erythropus",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,100,0,0,0,0,0,0,485
"ITIS:174413","Crypturellus duidae","Crypturellus duidae",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,426
"ITIS:174415","Crypturellus noctivagus","Crypturellus noctivagus",30,0,0,0,0,0,0,0,30,40,"PlantSeed",0,0,100,0,0,0,0,0,0,561.99
"ITIS:174406","Crypturellus atrocapillus","Crypturellus atrocapillus",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,453
"ITIS:174425","Crypturellus variegatus","Crypturellus variegatus",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,100,0,0,0,0,0,0,378
"ITIS:174409","Crypturellus brevirostris","Crypturellus brevirostris",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,411.51
"ITIS:174407","Crypturellus bartletti","Crypturellus bartletti",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,241
"ITIS:174417","Crypturellus parvirostris","Crypturellus parvirostris",40,0,0,0,0,0,0,0,60,0,"PlantSeed",0,0,100,0,0,0,0,0,0,198.99
"ITIS:174410","Crypturellus casiquiare","Crypturellus casiquiare",30,0,0,0,0,0,20,0,40,10,"Omnivore",0,0,80,20,0,0,0,0,0,411.51
"ITIS:174422","Crypturellus tataupa","Crypturellus tataupa",50,0,0,0,0,0,0,0,30,20,"Omnivore",0,0,50,50,0,0,0,0,0,218.8
"ITIS:174427","Rhynchotus rufescens","Rhynchotus rufescens",40,0,0,0,10,0,0,0,30,20,"Omnivore",0,0,80,20,0,0,0,0,0,843.47
"ITIS:553796","Nothoprocta taczanowskii","Nothoprocta taczanowskii",40,0,0,0,0,0,10,0,20,30,"Omnivore",0,0,80,20,0,0,0,0,0,475.31
"ITIS:553798","Nothoprocta ornata","Nothoprocta ornata",20,0,0,0,0,0,10,0,20,50,"PlantSeed",0,0,60,40,0,0,0,0,0,619.27
"ITIS:553799","Nothoprocta pentlandii","Nothoprocta pentlandii",20,0,0,0,0,0,10,0,20,50,"PlantSeed",0,0,100,0,0,0,0,0,0,300.73
"ITIS:553800","Nothoprocta cinerascens","Nothoprocta cinerascens",60,0,0,0,0,0,20,0,20,0,"Invertebrate",0,0,80,20,0,0,0,0,0,523.89
"ITIS:553801","Nothoprocta perdicaria","Nothoprocta perdicaria",40,0,0,0,0,0,10,0,20,30,"Omnivore",0,0,80,20,0,0,0,0,0,458
"ITIS:553802","Nothoprocta curvirostris","Nothoprocta curvirostris",40,0,0,0,0,0,10,0,20,30,"Omnivore",0,0,80,20,0,0,0,0,0,376
"ITIS:553803","Nothura darwinii","Nothura darwinii",50,0,0,0,0,0,0,0,40,10,"Omnivore",0,0,100,0,0,0,0,0,0,244.58
"ITIS:174430","Nothura chacoensis","Nothura chacoensis",40,0,0,0,0,0,20,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,0,226.08
"ITIS:174432","Nothura maculosa","Nothura maculosa",40,0,0,0,0,0,30,0,30,0,"Omnivore",0,0,100,0,0,0,0,0,0,257.48
"ITIS:174433","Nothura minor","Nothura minor",40,0,0,0,0,0,20,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,0,165.8
"ITIS:174429","Nothura boraquira","Nothura boraquira",40,0,0,0,0,0,20,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,0,283
"ITIS:553804","Taoniscus nanus","Taoniscus nanus",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,80,20,0,0,0,0,0,43
"ITIS:174437","Eudromia elegans","Eudromia elegans",30,0,0,0,0,0,0,0,40,30,"PlantSeed",0,0,80,20,0,0,0,0,0,702.9
"ITIS:174438","Eudromia formosa","Eudromia formosa",30,0,0,0,0,0,0,0,40,30,"PlantSeed",0,0,100,0,0,0,0,0,0,772.93
"ITIS:174441","Tinamotis pentlandii","Tinamotis pentlandii",0,0,0,0,0,0,0,0,40,60,"PlantSeed",0,0,100,0,0,0,0,0,0,650
"ITIS:174440","Tinamotis ingoufi","Tinamotis ingoufi",0,0,0,0,0,0,0,0,40,60,"PlantSeed",0,0,60,40,0,0,0,0,0,730
"ITIS:175716","Ortalis vetula","Ortalis vetula",0,0,0,0,0,0,60,0,0,40,"FruiNect",0,0,0,0,50,50,0,0,0,562.6
"ITIS:553805","Ortalis cinereiceps","Ortalis cinereiceps",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,20,0,40,40,0,0,0,493
"ITIS:175722","Ortalis garrula","Ortalis garrula",0,0,0,0,0,0,60,0,0,40,"FruiNect",0,0,0,0,50,50,0,0,0,532
"ITIS:175725","Ortalis ruficauda","Ortalis ruficauda",0,0,0,0,0,0,60,0,0,40,"FruiNect",0,0,20,0,40,40,0,0,0,586.24
"ITIS:175721","Ortalis erythroptera","Ortalis erythroptera",0,0,0,0,0,0,50,0,0,50,"Omnivore",0,0,20,0,40,40,0,0,0,632
"ITIS:553806","Ortalis wagleri","Ortalis wagleri",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,50,50,0,0,0,833.99
"ITIS:175726","Ortalis poliocephala","Ortalis poliocephala",0,0,0,0,0,0,30,0,30,40,"PlantSeed",0,0,0,0,50,50,0,0,0,760
"ITIS:175719","Ortalis canicollis","Ortalis canicollis",20,0,0,0,0,0,30,0,10,40,"Omnivore",0,0,20,0,40,40,0,0,0,539
"ITIS:553807","Ortalis leucogastra","Ortalis leucogastra",10,0,0,0,0,0,70,0,0,20,"FruiNect",0,0,10,10,80,0,0,0,0,495.82
"ITIS:553808","Ortalis guttata","Ortalis guttata",0,0,0,0,0,0,90,0,10,0,"FruiNect",0,0,0,0,50,50,0,0,0,547.72
"ITIS:175724","Ortalis motmot","Ortalis motmot",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,33,0,33,33,0,0,0,520
"ITIS:553809","Ortalis superciliaris","Ortalis superciliaris",0,0,0,0,0,0,60,0,0,40,"FruiNect",0,0,20,0,40,40,0,0,0,578.6
"ITIS:175730","Penelope argyrotis","Penelope argyrotis",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,20,0,40,40,0,0,0,806.71
"ITIS:175729","Penelope barbata","Penelope barbata",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,33,0,33,33,0,0,0,1179.66
"ITIS:175738","Penelope ortoni","Penelope ortoni",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,20,0,50,30,0,0,0,1179.66
"ITIS:175735","Penelope montagnii","Penelope montagnii",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,100,0,0,0,0,706
"ITIS:175734","Penelope marail","Penelope marail",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,20,0,40,40,0,0,0,879.67
"ITIS:175742","Penelope superciliaris","Penelope superciliaris",10,0,0,0,0,0,90,0,0,0,"FruiNect",0,0,33,0,33,33,0,0,0,894.99
"ITIS:175731","Penelope dabbenei","Penelope dabbenei",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,0,0,70,30,0,0,0,1230
"ITIS:175741","Penelope purpurascens","Penelope purpurascens",10,0,0,0,0,0,70,0,0,20,"FruiNect",0,0,20,0,40,40,0,0,0,2060
"ITIS:175739","Penelope perspicax","Penelope perspicax",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,0,0,80,20,0,0,0,1179.66
"ITIS:175728","Penelope albipennis","Penelope albipennis",0,0,0,0,0,0,50,0,0,50,"Omnivore",0,0,0,0,50,50,0,0,0,1750
"ITIS:175732","Penelope jacquacu","Penelope jacquacu",0,0,0,0,0,0,80,0,20,0,"FruiNect",0,0,0,0,60,40,0,0,0,1487.9
"ITIS:175736","Penelope obscura","Penelope obscura",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,30,30,30,10,0,0,0,1770
"ITIS:175740","Penelope pileata","Penelope pileata",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,20,0,50,30,0,0,0,1249.79
"ITIS:175737","Penelope ochrogaster","Penelope ochrogaster",0,0,0,0,0,0,70,0,0,30,"FruiNect",0,0,20,0,50,30,0,0,0,1179.66
"ITIS:175733","Penelope jacucaca","Penelope jacucaca",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,20,0,40,40,0,0,0,1282
"ITIS:175746","Pipile pipile","Pipile pipile",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,50,50,0,0,0,1816.59
"ITIS:715220","Pipile cumanensis","Pipile cumanensis",10,0,0,0,0,0,80,0,0,10,"FruiNect",0,0,0,0,30,70,0,0,0,1239.22
"ITIS:715221","Pipile cujubi","Pipile cujubi",10,0,0,0,0,0,60,0,20,10,"FruiNect",0,0,20,0,40,40,0,0,0,1195.82
"ITIS:175745","Pipile jacutinga","Pipile jacutinga",10,0,0,0,0,0,70,0,10,10,"FruiNect",0,0,20,0,40,40,0,0,0,1240.96
"ITIS:175744","Aburria aburri","Aburria aburri",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,100,0,0,0,0,1405.08
"ITIS:175749","Chamaepetes unicolor","Chamaepetes unicolor",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,20,0,40,40,0,0,0,1135
"ITIS:175748","Chamaepetes goudotii","Chamaepetes goudotii",0,0,0,0,0,0,80,0,10,10,"FruiNect",0,0,20,0,40,40,0,0,0,727.67
"ITIS:175751","Penelopina nigra","Penelopina nigra",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,20,0,40,40,0,0,0,889.99
"ITIS:175753","Oreophasis derbianus","Oreophasis derbianus",0,0,0,0,0,0,50,0,0,50,"Omnivore",0,0,20,0,80,0,0,0,0,2071.54
"ITIS:175755","Nothocrax urumutum","Nothocrax urumutum",0,0,0,0,0,0,70,0,10,20,"FruiNect",0,0,100,0,0,0,0,0,0,1700
"ITIS:715222","Mitu tomentosum","Mitu tomentosum",0,0,0,0,0,0,70,0,20,10,"FruiNect",0,0,70,20,10,0,0,0,0,2187.62
"ITIS:553815","Mitu salvini","Mitu salvini",0,0,0,0,0,0,40,0,40,20,"PlantSeed",0,0,100,0,0,0,0,0,0,3100
"ITIS:715223","Mitu tuberosum","Mitu tuberosum",10,0,0,0,0,0,70,0,10,10,"FruiNect",0,0,90,10,0,0,0,0,0,2769.46
"ITIS:553817","Mitu mitu","Mitu mitu",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,100,0,0,0,0,0,0,2850.47
"ITIS:553818","Pauxi pauxi","Pauxi pauxi",0,0,0,0,0,0,40,0,40,20,"PlantSeed",0,0,70,30,0,0,0,0,0,3117.69
"ITIS:553819","Pauxi unicornis","Pauxi unicornis",0,0,0,0,0,0,30,0,70,0,"PlantSeed",0,0,100,0,0,0,0,0,0,3743.23
"ITIS:175765","Crax rubra","Crax rubra",10,0,0,0,0,0,80,0,0,10,"FruiNect",0,0,80,20,0,0,0,0,0,4133
"ITIS:175757","Crax alberti","Crax alberti",0,0,0,0,0,0,90,0,0,10,"FruiNect",0,0,100,0,0,0,0,0,0,2800
"ITIS:175760","Crax daubentoni","Crax daubentoni",0,0,0,0,0,0,90,0,0,10,"FruiNect",0,0,30,30,20,20,0,0,0,2499.91
"ITIS:175758","Crax alector","Crax alector",0,0,0,0,0,0,90,0,0,10,"FruiNect",0,0,80,20,0,0,0,0,0,2872
"ITIS:175762","Crax globulosa","Crax globulosa",20,0,0,0,10,0,50,0,20,0,"Omnivore",0,0,60,20,20,0,0,0,0,2500
"ITIS:175761","Crax fasciolata","Crax fasciolata",0,0,0,0,0,0,80,0,10,10,"FruiNect",0,0,80,20,0,0,0,0,0,2600
"ITIS:175759","Crax blumenbachii","Crax blumenbachii",10,0,0,0,0,0,70,0,10,10,"FruiNect",0,0,60,20,20,0,0,0,0,3500
"ITIS:175704","Alectura lathami","Alectura lathami",20,0,0,0,0,0,20,0,20,40,"PlantSeed",0,0,80,20,0,0,0,0,0,2333.06
"ITIS:175710","Aepypodius arfakianus","Aepypodius arfakianus",10,0,0,0,0,0,50,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,0,1463.8
"ITIS:175711","Aepypodius bruijnii","Aepypodius bruijnii",10,0,0,0,0,0,50,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,0,192
"ITIS:175706","Talegalla cuvieri","Talegalla cuvieri",60,0,10,0,0,0,30,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,0,1785
"ITIS:553820","Talegalla fuscirostris","Talegalla fuscirostris",60,0,10,0,0,0,30,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,0,1314.47
"ITIS:175708","Talegalla jobiensis","Talegalla jobiensis",60,0,10,0,0,0,30,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,0,1478.81
"ITIS:175713","Macrocephalon maleo","Macrocephalon maleo",60,0,0,0,0,0,40,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,0,1563.26
"ITIS:553821","Megapodius nicobariensis","Megapodius nicobariensis",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,0,836.69
"ITIS:553822","Megapodius cumingii","Megapodius cumingii",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,0,1044
"ITIS:553823","Megapodius bernsteinii","Megapodius bernsteinii",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,0,768.57
"ITIS:175697","Megapodius freycinet","Megapodius freycinet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,0,642.48
"ITIS:553826","Megapodius eremita","Megapodius eremita",30,0,0,0,0,0,40,0,30,0,"Omnivore",0,0,100,0,0,0,0,0,0,676.67
"ITIS:553827","Megapodius layardi","Megapodius layardi",70,0,0,0,0,0,10,0,10,10,"Invertebrate",0,0,100,0,0,0,0,0,0,768.57
"ITIS:175698","Megapodius laperouse","Megapodius laperouse",70,0,0,0,0,0,10,0,10,10,"Invertebrate",0,0,100,0,0,0,0,0,0,308
"ITIS:553828","Megapodius pritchardii","Megapodius pritchardii",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,0,365
"ITIS:715224","Eulipoa wallacei","Eulipoa wallacei",70,0,0,0,0,0,10,0,10,10,"Invertebrate",0,0,90,10,0,0,0,0,0,504.97
"ITIS:175702","Leipoa ocellata","Leipoa ocellata",10,0,0,0,0,0,10,0,40,40,"PlantSeed",0,0,70,30,0,0,0,0,0,1913.89
"ITIS:175945","Lerwa lerwa","Lerwa lerwa",0,0,0,0,0,0,0,0,20,80,"PlantSeed",0,0,100,0,0,0,0,0,0,567.34
"ITIS:175947","Ammoperdix griseogularis","Ammoperdix griseogularis",10,0,0,0,0,0,20,0,20,50,"PlantSeed",0,0,100,0,0,0,0,0,0,201.86
"ITIS:175948","Ammoperdix heyi","Ammoperdix heyi",30,0,0,0,0,0,30,0,30,10,"Omnivore",0,0,100,0,0,0,0,0,0,189.73
"ITIS:553829","Tetraogallus caucasicus","Tetraogallus caucasicus",0,0,0,0,0,0,0,0,0,100,"PlantSeed",0,0,50,50,0,0,0,0,0,1830.79
"ITIS:175951","Tetraogallus caspius","Tetraogallus caspius",0,0,0,0,0,0,0,0,0,100,"PlantSeed",0,0,50,50,0,0,0,0,0,2508.24
"ITIS:175954","Tetraogallus tibetanus","Tetraogallus tibetanus",0,0,0,0,0,0,0,0,0,100,"PlantSeed",0,0,100,0,0,0,0,0,0,1488.87
"ITIS:175950","Tetraogallus altaicus","Tetraogallus altaicus",10,0,0,0,0,0,20,0,20,50,"PlantSeed",0,0,100,0,0,0,0,0,0,2760.43
"ITIS:175953","Tetraogallus himalayensis","Tetraogallus himalayensis",0,0,0,0,0,0,20,0,0,80,"PlantSeed",0,0,100,0,0,0,0,0,0,2428
"ITIS:175956","Tetraophasis obscurus","Tetraophasis obscurus",0,0,0,0,0,0,10,0,0,90,"PlantSeed",0,0,70,30,0,0,0,0,0,855.35
"ITIS:175957","Tetraophasis szechenyii","Tetraophasis szechenyii",0,0,0,0,0,0,0,0,0,100,"PlantSeed",0,0,100,0,0,0,0,0,0,1052.99
"ITIS:175909","Alectoris barbara","Alectoris barbara",10,0,0,0,0,0,20,0,20,50,"PlantSeed",0,0,80,20,0,0,0,0,0,416.33
"ITIS:175912","Alectoris melanocephala","Alectoris melanocephala",30,0,0,0,0,0,0,0,30,40,"PlantSeed",0,0,100,0,0,0,0,0,0,614.75
"ITIS:175908","Alectoris chukar","Alectoris chukar",20,0,0,0,0,0,0,0,10,70,"PlantSeed",0,0,100,0,0,0,0,0,0,502.1
"ITIS:553830","Alectoris philbyi","Alectoris philbyi",30,0,0,0,0,0,0,0,30,40,"PlantSeed",0,0,100,0,0,0,0,0,0,441
"ITIS:175911","Alectoris magna","Alectoris magna",10,0,0,0,0,0,0,0,20,70,"PlantSeed",0,0,100,0,0,0,0,0,0,541.35
"ITIS:175910","Alectoris graeca","Alectoris graeca",30,0,0,0,0,0,0,0,0,70,"PlantSeed",0,0,100,0,0,0,0,0,0,594.11
"ITIS:175913","Alectoris rufa","Alectoris rufa",10,0,0,0,0,0,10,0,20,60,"PlantSeed",0,0,100,0,0,0,0,0,0,527.86
"ITIS:175974","Francolinus francolinus","Francolinus francolinus",10,0,0,0,0,0,0,20,20,50,"PlantSeed",0,0,100,0,0,0,0,0,0,452.07
"ITIS:175990","Francolinus pictus","Francolinus pictus",10,0,0,0,0,0,20,20,0,50,"Omnivore",0,0,100,0,0,0,0,0,0,286.84
"ITIS:553831","Francolinus pintadeanus","Francolinus pintadeanus",30,0,0,0,0,0,0,0,40,30,"PlantSeed",0,0,100,0,0,0,0,0,0,310
"ITIS:175992","Francolinus pondicerianus","Francolinus pondicerianus",10,0,0,0,0,0,20,0,30,40,"PlantSeed",0,0,100,0,0,0,0,0,0,249.94
"ITIS:175976","Francolinus gularis","Francolinus gularis",20,0,0,0,0,0,0,0,40,40,"PlantSeed",0,0,100,0,0,0,0,0,0,509.99
"ITIS:175971","Francolinus coqui","Francolinus coqui",20,0,0,0,0,0,0,0,40,40,"PlantSeed",0,0,100,0,0,0,0,0,0,262
"ITIS:175965","Francolinus albogularis","Francolinus albogularis",50,0,0,0,0,0,0,0,30,20,"Omnivore",0,0,100,0,0,0,0,0,0,276
"ITIS:175995","Francolinus schlegelii","Francolinus schlegelii",20,0,0,0,0,0,0,0,40,40,"PlantSeed",0,0,100,0,0,0,0,0,0,236.58
"ITIS:175982","Francolinus lathami","Francolinus lathami",90,0,0,0,0,0,10,0,0,0,"Invertebrate",0,0,80,20,0,0,0,0,0,269
"ITIS:175996","Francolinus sephaena","Francolinus sephaena",70,0,0,0,0,0,10,0,0,20,"Invertebrate",0,0,100,0,0,0,0,0,0,340.47
"ITIS:175999","Francolinus streptophorus","Francolinus streptophorus",50,0,0,0,0,0,0,0,30,20,"Omnivore",0,0,100,0,0,0,0,0,0,385
"ITIS:175973","Francolinus finschi","Francolinus finschi",60,0,0,0,0,0,0,0,40,0,"Invertebrate",0,0,100,0,0,0,0,0,0,569.2
"ITIS:175963","Francolinus africanus","Francolinus africanus",20,0,0,0,0,0,10,0,10,60,"PlantSeed",0,0,80,20,0,0,0,0,0,389.68
"ITIS:175984","Francolinus levaillantii","Francolinus levaillantii",40,0,0,0,0,0,0,0,0,60,"PlantSeed",0,0,100,0,0,0,0,0,0,430.88
"ITIS:175993","Francolinus psilolaemus","Francolinus psilolaemus",0,0,0,0,0,0,0,0,0,100,"PlantSeed",0,0,100,0,0,0,0,0,0,478.33
"ITIS:175997","Francolinus shelleyi","Francolinus shelleyi",30,0,0,0,0,0,0,0,20,50,"PlantSeed",0,0,100,0,0,0,0,0,0,488
"ITIS:175985","Francolinus levaillantoides","Francolinus levaillantoides",20,0,0,0,0,0,20,0,20,40,"PlantSeed",0,0,80,20,0,0,0,0,0,376.69
"ITIS:175986","Francolinus nahani","Francolinus nahani",20,0,0,0,0,0,20,0,30,30,"PlantSeed",0,0,100,0,0,0,0,0,0,310
"ITIS:175977","Francolinus hartlaubi","Francolinus hartlaubi",30,0,0,0,0,0,0,0,0,70,"PlantSeed",0,0,100,0,0,0,0,0,0,241.45
"ITIS:175966","Francolinus bicalcaratus","Francolinus bicalcaratus",10,0,0,0,0,0,30,0,20,40,"PlantSeed",0,0,80,20,0,0,0,0,0,439.5
"ITIS:175970","Francolinus clappertoni","Francolinus clappertoni",40,0,0,0,0,0,30,0,30,0,"Omnivore",0,0,100,0,0,0,0,0,0,469.61
"ITIS:175980","Francolinus icterorhynchus","Francolinus icterorhynchus",40,0,0,0,0,0,30,0,30,0,"Omnivore",0,0,100,0,0,0,0,0,0,571
"ITIS:175978","Francolinus harwoodi","Francolinus harwoodi",20,0,0,0,0,0,20,0,30,30,"PlantSeed",0,0,100,0,0,0,0,0,0,493.02
"ITIS:175961","Francolinus adspersus","Francolinus adspersus",40,0,0,0,0,0,20,0,10,30,"Omnivore",0,0,100,0,0,0,0,0,0,428.03
"ITIS:175968","Francolinus capensis","Francolinus capensis",30,0,0,0,0,0,20,0,20,30,"Omnivore",0,0,100,0,0,0,0,0,0,629.84
"ITIS:175979","Francolinus hildebrandti","Francolinus hildebrandti",10,0,0,0,0,0,0,0,30,60,"PlantSeed",0,0,100,0,0,0,0,0,0,531.98
"ITIS:175987","Francolinus natalensis","Francolinus natalensis",30,0,0,0,0,0,0,0,0,70,"PlantSeed",0,0,100,0,0,0,0,0,0,508.09
"ITIS:175964","Francolinus ahantensis","Francolinus ahantensis",30,0,0,0,0,0,0,0,0,70,"PlantSeed",0,0,100,0,0,0,0,0,0,544.14
"ITIS:175998","Francolinus squamatus","Francolinus squamatus",30,0,0,0,0,0,0,0,0,70,"PlantSeed",0,0,100,0,0,0,0,0,0,449.45
"ITIS:175975","Francolinus griseostriatus","Francolinus griseostriatus",40,0,0,0,0,0,0,0,30,30,"PlantSeed",0,0,100,0,0,0,0,0,0,288.49
"ITIS:175983","Francolinus leucoscepus","Francolinus leucoscepus",20,0,0,0,0,0,10,0,20,50,"PlantSeed",0,0,100,0,0,0,0,0,0,640.61
"ITIS:175994","Francolinus rufopictus","Francolinus rufopictus",20,0,0,0,0,0,0,0,20,60,"PlantSeed",0,0,100,0,0,0,0,0,0,706.13
"ITIS:175962","Francolinus afer","Francolinus afer",10,0,0,0,0,0,20,0,0,70,"PlantSeed",0,0,100,0,0,0,0,0,0,454.81
"ITIS:176000","Francolinus swainsonii","Francolinus swainsonii",20,0,0,0,0,0,0,0,40,40,"PlantSeed",0,0,100,0,0,0,0,0,0,597.1
"ITIS:175972","Francolinus erckelii","Francolinus erckelii",30,0,0,0,0,0,0,0,0,70,"PlantSeed",0,0,60,40,0,0,0,0,0,1197.81
