"Species","fos","ter","aqu","arb","diet_leaves","diet_flowers","diet_seed","diet_fruit","diet_inv","diet_vert","diurnal","nocturnal","crepuscular","wet_warm","wet_cold","dry_warm","dry_cold","bodymass_value","age_at_maturity_min_y","age_at_maturity_max_y","body_size_mm","size_at_maturity_min_mm","size_at_maturity_max_mm","longevity_max_y","litter_size_min_n","litter_size_max_n","reproductive_output_y","offspring_size_min_mm","offspring_size_max_mm","dir","lar","viv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_nect","diet_planto","diet_5cat","forstrat_watbelowsurf","forstrat_wataroundsurf","forstrat_ground","forstrat_understory","forstrat_midhigh","forstrat_canopy","forstrat_aerial","pelagicspecialist"
"ITIS:632898",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585369",NA,NA,NA,NA,NA,NA,40,0,30,NA,1,1,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633794",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:552507",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:609767",NA,NA,NA,NA,NA,NA,40,30,30,NA,0,1,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633783",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633788",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633805",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:179957",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,7.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632477",NA,NA,NA,NA,NA,NA,60,10,10,NA,1,0,0,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632863",NA,NA,NA,NA,NA,NA,20,0,0,NA,1,1,1,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:970617",NA,NA,NA,NA,NA,NA,30,0,20,NA,1,1,1,NA,NA,NA,NA,36.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180058",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,42.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631875",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631850",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,23.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631842",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631868",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,16.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:947385",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180054",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,19.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946071",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,18.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946058",NA,NA,NA,NA,NA,NA,0,20,80,NA,0,1,0,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631822",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631821",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,13.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631781",NA,NA,NA,NA,NA,NA,0,10,40,NA,0,1,0,NA,NA,NA,NA,87.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631726",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,1,NA,NA,NA,NA,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631797",NA,NA,NA,NA,NA,NA,0,30,40,NA,0,1,0,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631778",NA,NA,NA,NA,NA,NA,60,20,10,NA,0,1,0,NA,NA,NA,NA,53.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631845",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631723",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,1,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631874",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,8.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946054",NA,NA,NA,NA,NA,NA,0,10,90,NA,0,1,0,NA,NA,NA,NA,32.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632141",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631789",NA,NA,NA,NA,NA,NA,0,10,50,NA,0,1,0,NA,NA,NA,NA,37.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631790",NA,NA,NA,NA,NA,NA,0,10,10,NA,0,1,0,NA,NA,NA,NA,167.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1058372",NA,NA,NA,NA,NA,NA,0,50,50,NA,0,1,0,NA,NA,NA,NA,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631779",NA,NA,NA,NA,NA,NA,0,40,30,NA,0,1,0,NA,NA,NA,NA,34.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946063",NA,NA,NA,NA,NA,NA,0,10,90,NA,0,1,0,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631769",NA,NA,NA,NA,NA,NA,0,20,80,NA,0,1,0,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631820",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,14.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946048",NA,NA,NA,NA,NA,NA,0,20,80,NA,0,1,0,NA,NA,NA,NA,10.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946064",NA,NA,NA,NA,NA,NA,0,20,80,NA,0,1,0,NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180047",NA,NA,NA,NA,NA,NA,0,0,50,NA,0,1,0,NA,NA,NA,NA,58.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631717",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631702",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180018",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631697",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631774",NA,NA,NA,NA,NA,NA,0,20,80,NA,0,1,0,NA,NA,NA,NA,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631700",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631833",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,12.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946069",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,10.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946053",NA,NA,NA,NA,NA,NA,0,10,90,NA,0,1,0,NA,NA,NA,NA,18.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631826",NA,NA,NA,NA,NA,NA,0,90,10,NA,0,1,0,NA,NA,NA,NA,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631834",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,19.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946047",NA,NA,NA,NA,NA,NA,0,20,80,NA,0,1,0,NA,NA,NA,NA,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631760",NA,NA,NA,NA,NA,NA,0,30,30,NA,0,1,0,NA,NA,NA,NA,77.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946046",NA,NA,NA,NA,NA,NA,0,20,80,NA,0,1,0,NA,NA,NA,NA,18.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:947383",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631780",NA,NA,NA,NA,NA,NA,0,10,70,NA,0,1,0,NA,NA,NA,NA,40.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631809",NA,NA,NA,NA,NA,NA,0,40,30,NA,0,1,0,NA,NA,NA,NA,8.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631852",NA,NA,NA,NA,NA,NA,0,90,10,NA,0,1,0,NA,NA,NA,NA,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:947384",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631770",NA,NA,NA,NA,NA,NA,0,20,80,NA,0,1,0,NA,NA,NA,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631867",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,24.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:946051",NA,NA,NA,NA,NA,NA,0,10,90,NA,0,1,0,NA,NA,NA,NA,22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631849",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,13.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631827",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,10.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180166",NA,NA,NA,NA,NA,NA,20,20,0,NA,1,0,0,NA,NA,NA,NA,201.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,10,0,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180175",NA,NA,NA,NA,NA,NA,50,20,0,NA,1,0,0,NA,NA,NA,NA,506.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:173426",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,2.1,2.4,71,44,44,12.3,3078,5468,1,1.7,1.7,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207303",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,4,2,4,37,NA,NA,5,186,750,1,1.08,1.48,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:173591",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,3.5,127,NA,NA,11.3,100,100,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:173604",1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5.93,2,2,122,44,44,9,200,700,1,4,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:173592",1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,79,NA,NA,330,NA,NA,25,421,7000,1,2,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:173467",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,2.59,1,2,38,NA,NA,6.8,598,850,1,1.2,1.2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:173531",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,40,NA,NA,3,55,1000,1,0.9,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207843",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3.8,NA,NA,41,NA,NA,NA,442,764,1,1.1,1.4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774317",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,33,NA,NA,NA,150,150,1,1.2,1.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1098453",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,69,NA,NA,NA,491,850,1,1.8,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1098722",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,95,NA,NA,104,NA,NA,NA,1724,3000,1,1.5,2.12,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663829",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1099108",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662807",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,42.2,NA,NA,NA,270,270,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662392",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774320",NA,1,NA,1,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,27.6,NA,NA,NA,160,424,1,0.8,1.4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774356",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0.4,NA,NA,23,NA,NA,NA,188,310,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663854",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,22.7,NA,NA,NA,23,148,1,1,1.8,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1097970",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1096090",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,32,32,NA,1.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1097869",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,3,15,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774293",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,35.7,NA,NA,NA,300,411,1,1.15,1.4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1098572",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,878,1617,1,1.5,1.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1098575",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:776299",NA,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,52,NA,NA,NA,891,891,1,0.95,1.25,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207828",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,4.7,NA,NA,36.5,NA,NA,NA,474,1814,1,1,1.2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773735",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,12.1,NA,NA,84.29,NA,NA,NA,1477,5964,1,0.9,1.7,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:550303",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,9.5,NA,NA,74.3,NA,NA,NA,1296,1296,1,1.8,1.8,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
