"Species","fos","ter","aqu","arb","diet_leaves","diet_flowers","diet_seed","diet_fruit","diet_inv","diet_vert","diurnal","nocturnal","crepuscular","wet_warm","wet_cold","dry_warm","dry_cold","bodymass_value","age_at_maturity_min_y","age_at_maturity_max_y","body_size_mm","size_at_maturity_min_mm","size_at_maturity_max_mm","longevity_max_y","litter_size_min_n","litter_size_max_n","reproductive_output_y","offspring_size_min_mm","offspring_size_max_mm","dir","lar","viv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_nect","diet_planto","diet_5cat","forstrat_watbelowsurf","forstrat_wataroundsurf","forstrat_ground","forstrat_understory","forstrat_midhigh","forstrat_canopy","forstrat_aerial","pelagicspecialist"
"ITIS:180417",NA,NA,NA,NA,NA,NA,0,0,40,NA,1,1,1,NA,NA,NA,NA,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,60,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180515",NA,NA,NA,NA,NA,NA,0,0,80,NA,1,1,1,NA,NA,NA,NA,3400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:179967",NA,NA,NA,NA,NA,NA,0,0,40,NA,1,1,1,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180170",NA,NA,NA,NA,NA,NA,40,30,0,NA,0,1,0,NA,NA,NA,NA,63.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:179929",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:179943",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:179921",NA,NA,NA,NA,NA,NA,0,0,20,NA,0,1,0,NA,NA,NA,NA,2195.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30,30,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180556",NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1,1,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:179941",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:179946",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180137",NA,NA,NA,NA,NA,NA,30,30,0,NA,1,0,0,NA,NA,NA,NA,3801.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:179969",NA,NA,NA,NA,NA,NA,0,0,40,NA,1,1,1,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180372",NA,NA,NA,NA,NA,NA,20,0,10,NA,0,1,0,NA,NA,NA,NA,244.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180312",NA,NA,NA,NA,NA,NA,20,0,0,NA,1,1,1,NA,NA,NA,NA,38.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180324",NA,NA,NA,NA,NA,NA,0,0,20,NA,1,1,1,NA,NA,NA,NA,31.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:930308",NA,NA,NA,NA,NA,NA,40,0,20,NA,1,0,0,NA,NA,NA,NA,131.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180366",NA,NA,NA,NA,NA,NA,20,0,20,NA,0,1,0,NA,NA,NA,NA,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:179971",NA,NA,NA,NA,NA,NA,0,0,40,NA,0,1,0,NA,NA,NA,NA,4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:552483",NA,NA,NA,NA,NA,NA,80,0,10,NA,0,1,0,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180386",NA,NA,NA,NA,NA,NA,70,10,20,NA,0,1,0,NA,NA,NA,NA,17.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180314",NA,NA,NA,NA,NA,NA,20,0,0,NA,1,1,1,NA,NA,NA,NA,26.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:625076",NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1,1,NA,NA,NA,NA,52500.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:625024",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,NA,NA,NA,NA,1417489.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:926246",NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1,1,NA,NA,NA,NA,276000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:183856",NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1,1,NA,NA,NA,NA,210000.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:584939",NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1,1,NA,NA,NA,NA,3940034.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:944211",NA,NA,NA,NA,NA,NA,0,20,10,NA,1,0,0,NA,NA,NA,NA,17728.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:625187",NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1,1,NA,NA,NA,NA,44050.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:183847",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,1,NA,NA,NA,NA,580002.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:625132",NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1,1,NA,NA,NA,NA,43250.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:625003",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,1,NA,NA,NA,NA,1180510.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180297",NA,NA,NA,NA,NA,NA,20,0,0,NA,1,1,1,NA,NA,NA,NA,36.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:584781",NA,NA,NA,NA,NA,NA,20,20,0,NA,1,0,0,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633304",NA,NA,NA,NA,NA,NA,40,0,0,NA,1,1,1,NA,NA,NA,NA,50.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:970639",NA,NA,NA,NA,NA,NA,0,0,30,NA,1,1,1,NA,NA,NA,NA,38.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633208",NA,NA,NA,NA,NA,NA,40,30,30,NA,0,1,0,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:970641",NA,NA,NA,NA,NA,NA,0,0,30,NA,1,1,1,NA,NA,NA,NA,24.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:584782",NA,NA,NA,NA,NA,NA,20,20,0,NA,1,0,0,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633102",NA,NA,NA,NA,NA,NA,0,0,30,NA,1,1,1,NA,NA,NA,NA,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180362",NA,NA,NA,NA,NA,NA,40,20,30,NA,0,1,0,NA,NA,NA,NA,229.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:584786",NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,NA,NA,NA,NA,127.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180363",NA,NA,NA,NA,NA,NA,40,20,30,NA,0,1,0,NA,NA,NA,NA,338.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631860",NA,NA,NA,NA,NA,NA,0,100,0,NA,0,1,0,NA,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631840",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,60.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632039",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631836",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631841",NA,NA,NA,NA,NA,NA,0,80,10,NA,0,1,0,NA,NA,NA,NA,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:552512",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632049",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631815",NA,NA,NA,NA,NA,NA,0,30,40,NA,0,1,0,NA,NA,NA,NA,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:631886",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,NA,NA,NA,NA,31.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632026",NA,NA,NA,NA,NA,NA,0,0,100,NA,0,1,0,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:584920",NA,NA,NA,NA,NA,NA,0,0,100,NA,1,0,0,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585103",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,1,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585116",NA,NA,NA,NA,NA,NA,20,20,0,NA,0,1,0,NA,NA,NA,NA,103.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:970795",NA,NA,NA,NA,NA,NA,20,0,20,NA,0,1,0,NA,NA,NA,NA,95.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632777",NA,NA,NA,NA,NA,NA,70,20,10,NA,0,1,0,NA,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585231",NA,NA,NA,NA,NA,NA,20,20,10,NA,0,1,0,NA,NA,NA,NA,41.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:970793",NA,NA,NA,NA,NA,NA,20,0,20,NA,0,1,0,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633013",NA,NA,NA,NA,NA,NA,50,0,50,NA,0,1,0,NA,NA,NA,NA,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:584957",NA,NA,NA,NA,NA,NA,20,20,20,NA,0,1,0,NA,NA,NA,NA,25.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585108",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,1,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585321",NA,NA,NA,NA,NA,NA,0,0,80,NA,0,1,0,NA,NA,NA,NA,54.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585142",NA,NA,NA,NA,NA,NA,20,20,20,NA,0,1,1,NA,NA,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:625338",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,NA,NA,NA,NA,2519.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:621944",NA,NA,NA,NA,NA,NA,0,40,30,NA,0,1,0,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:621984",NA,NA,NA,NA,NA,NA,0,20,20,NA,0,1,0,NA,NA,NA,NA,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180575",NA,NA,NA,NA,NA,NA,20,20,40,NA,0,1,0,NA,NA,NA,NA,5524.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180722",NA,NA,NA,NA,NA,NA,10,0,10,NA,0,1,1,NA,NA,NA,NA,96118.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,10,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:183821",NA,NA,NA,NA,NA,NA,10,30,20,NA,0,1,0,NA,NA,NA,NA,4040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632430",NA,NA,NA,NA,NA,NA,50,20,0,NA,1,0,0,NA,NA,NA,NA,264.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180696",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,1,NA,NA,NA,NA,53000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:726278",NA,NA,NA,NA,NA,NA,0,40,60,NA,1,0,0,NA,NA,NA,NA,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:555659",NA,NA,NA,NA,NA,NA,20,30,10,NA,1,0,0,NA,NA,NA,NA,10400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:898230",NA,NA,NA,NA,NA,NA,20,0,0,NA,1,0,1,NA,NA,NA,NA,43030.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632439",NA,NA,NA,NA,NA,NA,50,20,0,NA,1,0,0,NA,NA,NA,NA,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:621850",NA,NA,NA,NA,NA,NA,0,40,10,NA,1,0,1,NA,NA,NA,NA,77500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,10,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633581",NA,NA,NA,NA,NA,NA,0,0,50,NA,0,1,0,NA,NA,NA,NA,10.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180113",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,NA,NA,NA,NA,3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:621945",NA,NA,NA,NA,NA,NA,10,10,0,NA,1,1,1,NA,NA,NA,NA,1130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632510",NA,NA,NA,NA,NA,NA,30,30,10,NA,0,1,0,NA,NA,NA,NA,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180402",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,NA,NA,NA,NA,6937.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:625063",NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1,1,NA,NA,NA,NA,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180703",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,1,NA,NA,NA,NA,356998.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:552501",NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,NA,NA,NA,NA,3740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633779",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585145",NA,NA,NA,NA,NA,NA,20,20,20,NA,0,1,1,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632856",NA,NA,NA,NA,NA,NA,20,0,0,NA,1,1,1,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585132",NA,NA,NA,NA,NA,NA,20,20,20,NA,0,1,1,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633799",NA,NA,NA,NA,NA,NA,0,0,70,NA,1,1,1,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585125",NA,NA,NA,NA,NA,NA,20,20,20,NA,1,0,0,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:970613",NA,NA,NA,NA,NA,NA,30,0,20,NA,1,1,1,NA,NA,NA,NA,20.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:633681",NA,NA,NA,NA,NA,NA,0,0,50,NA,0,1,0,NA,NA,NA,NA,5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:632732",NA,NA,NA,NA,NA,NA,50,0,0,NA,1,1,1,NA,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:585138",NA,NA,NA,NA,NA,NA,20,20,20,NA,0,1,1,NA,NA,NA,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:180298",NA,NA,NA,NA,NA,NA,20,0,0,NA,1,1,1,NA,NA,NA,NA,34.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
